Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Jann George,us USA,"FW,MF",Erzgebirge Aue,30,1992,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Benjamin Girth,de GER,"FW,MF",MSV Duisburg,30,1992,19,15,"1,199",13.3,5,4,9,5,0,0,1,0,0.38,0.30,0.68,0.38,0.68
Michael Glück,at AUT,DF,1860 Munich,19,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Dave Gnaase,de GER,"MF,DF",Saarbrücken,25,1996,33,28,"2,344",26.0,2,1,3,2,0,0,8,0,0.08,0.04,0.12,0.08,0.12
Patrick Göbel,de GER,MF,Zwickau,29,1993,32,31,"2,582",28.7,1,2,3,1,0,0,7,0,0.03,0.07,0.10,0.03,0.10
Akaki Gogia,de GER,MF,Dresden,30,1992,12,9,702,7.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Gerrit Gohlke,de GER,DF,SV Waldhof,23,1999,7,7,475,5.3,1,0,1,1,0,0,3,1,0.19,0.00,0.19,0.19,0.19
Jakob Golz,de GER,GK,Rot-Weiss Essen,23,1998,37,37,"3,330",37.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Johan Gomez,us USA,"FW,MF",Zwickau,21,2001,35,29,"2,411",26.8,6,1,7,5,1,2,5,0,0.22,0.04,0.26,0.19,0.22
Thijmen Goppel,nl NED,"MF,DF",Wehen,25,1997,18,15,"1,345",14.9,3,4,7,3,0,0,2,0,0.20,0.27,0.47,0.20,0.47
Nico Gorzel,de GER,"MF,FW",Erzgebirge Aue,24,1998,22,9,867,9.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Marcel Götz,de GER,DF,SpVgg Bayreuth,25,1996,22,14,"1,330",14.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Felix Götze,de GER,MF,Rot-Weiss Essen,24,1998,20,17,"1,366",15.2,2,0,2,2,0,0,9,0,0.13,0.00,0.13,0.13,0.13
Christoph Greger,de GER,DF,Viktoria Köln,25,1997,22,20,"1,784",19.8,0,1,1,0,0,0,7,1,0.00,0.05,0.05,0.00,0.05
Fabian Greilinger,de GER,DF,1860 Munich,21,2000,21,12,"1,132",12.6,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16
Adriano Grimaldi,de GER,FW,Saarbrücken,31,1991,33,15,"1,533",17.0,9,3,12,8,1,2,4,0,0.53,0.18,0.70,0.47,0.65
Joel Grodowski,de GER,"FW,MF",Verl,24,1997,35,25,"1,967",21.9,6,1,7,6,0,0,6,0,0.27,0.05,0.32,0.27,0.32
Alexander Groiß,de GER,"MF,DF",SpVgg Bayreuth,24,1998,23,15,"1,431",15.9,0,1,1,0,0,0,4,1,0.00,0.06,0.06,0.00,0.06
Julian Günther-Schmidt,de GER,"MF,FW",Saarbrücken,27,1994,37,24,"2,118",23.5,6,4,10,4,2,3,4,0,0.25,0.17,0.42,0.17,0.34
Ahmet Gürleyen,de GER,DF,Wehen,23,1999,32,30,"2,560",28.4,2,0,2,2,0,0,6,1,0.07,0.00,0.07,0.07,0.07
Göktan Gürpüz,de GER,"MF,FW",Dortmund II,19,2003,14,3,403,4.5,1,1,2,1,0,0,1,0,0.22,0.22,0.45,0.22,0.45
Julian Guttau,de GER,"FW,MF",SC Freiburg II,22,1999,35,24,"2,258",25.1,2,5,7,2,0,0,5,0,0.08,0.20,0.28,0.08,0.28
Maxwell Gyamfi,de GER,DF,Osnabrück,22,2000,35,35,"3,112",34.6,0,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00
Manuel Haas,at AUT,DF,Osnabrück,26,1996,10,3,260,2.9,0,1,1,0,0,0,3,0,0.00,0.35,0.35,0.00,0.35
Lucas Halangk,de GER,DF,Hallescher,18,2003,10,5,549,6.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Simon Handle,at AUT,"MF,FW",Viktoria Köln,29,1993,36,30,"2,688",29.9,4,3,7,4,0,0,3,0,0.13,0.10,0.23,0.13,0.23
,,,,,,,,,,,,,,,,,,,,,,
Cedric Harenbrock,de GER,MF,Rot-Weiss Essen,24,1998,14,10,723,8.0,2,0,2,2,0,1,1,0,0.25,0.00,0.25,0.25,0.25
Phil Harres,de GER,FW,Dresden,20,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Matthis Harsman,de GER,GK,Meppen,22,1999,11,11,990,11.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Patrick Hasenhüttl,at AUT,FW,VfB Oldenburg,25,1997,26,11,"1,083",12.0,3,0,3,3,0,0,3,0,0.25,0.00,0.25,0.25,0.25
Niklas Hauptmann,de GER,MF,Dresden,26,1996,22,20,"1,677",18.6,2,3,5,2,0,0,12,1,0.11,0.16,0.27,0.11,0.27
Jalen Hawkins,de GER,"MF,DF",Ingolstadt 04,21,2001,25,6,802,8.9,2,0,2,2,0,0,2,0,0.22,0.00,0.22,0.22,0.22
Lucien Hawryluk,de GER,GK,SV Waldhof,21,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Daniel Heber,de GER,DF,Rot-Weiss Essen,28,1994,17,15,"1,375",15.3,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07
Marc Heider,de GER,"FW,MF",Osnabrück,36,1986,37,11,"1,294",14.4,6,1,7,6,0,0,5,0,0.42,0.07,0.49,0.42,0.49
Moritz Heinrich,de GER,"DF,MF",SpVgg Bayreuth,25,1997,32,27,"2,368",26.3,0,2,2,0,0,0,9,0,0.00,0.08,0.08,0.00,0.08
Florian Heister,de GER,DF,Viktoria Köln,25,1997,12,1,198,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Benjamin Hemcke,de GER,MF,Viktoria Köln,19,2003,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Christoph Hemlein,de GER,MF,Meppen,31,1990,26,12,"1,051",11.7,2,3,5,2,0,0,3,0,0.17,0.26,0.43,0.17,0.43
Luke Hemmerich,de GER,DF,SpVgg Bayreuth,24,1998,28,18,"1,716",19.1,1,2,3,1,0,0,4,0,0.05,0.10,0.16,0.05,0.16
Fabian Herbst,de GER,DF,VfB Oldenburg,22,2000,8,1,87,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Luca Herrmann,de GER,MF,Dresden,23,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Robert Herrmann,de GER,"MF,DF",Zwickau,28,1993,22,15,"1,357",15.1,0,2,2,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13
Felix Herzenbruch,de GER,DF,Rot-Weiss Essen,29,1992,32,28,"2,528",28.1,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04
Aaron Herzog,de GER,MF,Hallescher,24,1998,33,20,"1,745",19.4,0,1,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05
Julian Hettwer,de GER,"FW,DF",MSV Duisburg,19,2003,25,12,"1,248",13.9,4,2,6,4,0,0,2,0,0.29,0.14,0.43,0.29,0.43
Robin Heußer,de GER,MF,Wehen,24,1998,32,20,"1,819",20.2,1,2,3,1,0,0,2,1,0.05,0.10,0.15,0.05,0.15
Felix Higl,de GER,FW,Osnabrück,25,1997,27,8,749,8.3,2,2,4,2,0,0,2,0,0.24,0.24,0.48,0.24,0.48
Marco Hiller,de GER,GK,1860 Munich,25,1997,34,34,"3,060",34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Marco Hober,de GER,MF,Dortmund II,26,1995,4,0,98,1.1,0,1,1,0,0,0,0,0,0.00,0.92,0.92,0.00,0.92
Marco Höger,de GER,MF,SV Waldhof,32,1989,10,8,637,7.1,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Lucas Höler,de GER,FW,SC Freiburg II,28,1994,1,1,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Benedict Hollerbach,de GER,FW,Wehen,21,2001,37,34,"2,651",29.5,14,4,18,12,2,2,5,0,0.48,0.14,0.61,0.41,0.54
Raphael Holzhauser,at AUT,MF,1860 Munich,29,1993,14,9,870,9.7,3,1,4,2,1,1,3,0,0.31,0.10,0.41,0.21,0.31
Kevin Holzweiler,de GER,MF,Rot-Weiss Essen,27,1994,14,2,267,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Andi Hoti,xk KVX,DF,SC Freiburg II,19,2003,23,20,"1,728",19.2,1,1,2,1,0,0,1,0,0.05,0.05,0.10,0.05,0.10
Nico Hug,de GER,"DF,MF",Hallescher,23,1998,34,33,"2,764",30.7,1,2,3,1,0,0,6,0,0.03,0.07,0.10,0.03,0.10
Elias Huth,de GER,"FW,MF",Erzgebirge Aue,25,1997,29,8,840,9.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Affam Ifeadigo,ng NGA,FW,VfB Oldenburg,26,1996,4,2,151,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
John Iredale,au AUS,"FW,MF",Wehen,22,1999,32,8,912,10.1,6,1,7,6,0,0,4,0,0.59,0.10,0.69,0.59,0.69
Davide Itter,de GER,DF,Osnabrück,23,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sebastian Jacob,de GER,"FW,MF",Saarbrücken,29,1993,11,10,830,9.2,7,3,10,7,0,0,0,0,0.76,0.33,1.08,0.76,1.08
Bjarke Jacobsen,dk DEN,MF,Wehen,28,1993,32,27,"2,365",26.3,2,5,7,2,0,0,4,0,0.08,0.19,0.27,0.08,0.27
Thore Jacobsen,de GER,MF,Elversberg,25,1997,37,37,"3,081",34.2,6,6,12,1,5,6,10,0,0.18,0.18,0.35,0.03,0.20
Kilian Jakob,de GER,"MF,DF",Erzgebirge Aue,24,1998,4,2,173,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Caspar Jander,de GER,MF,MSV Duisburg,19,2003,29,24,"1,971",21.9,1,4,5,1,0,0,8,1,0.05,0.18,0.23,0.05,0.23
Tobias Jänicke,de GER,"MF,FW",Saarbrücken,33,1989,24,20,"1,610",17.9,1,2,3,1,0,0,2,1,0.06,0.11,0.17,0.06,0.17
Laurent Jans,lu LUX,DF,SV Waldhof,29,1992,33,33,"2,941",32.7,1,3,4,1,0,0,3,0,0.03,0.09,0.12,0.03,0.12
Maximilian Jansen,de GER,MF,Zwickau,29,1993,35,33,"3,008",33.4,3,2,5,3,0,0,12,0,0.09,0.06,0.15,0.09,0.15
Marek Janssen,de GER,"FW,MF",Meppen,25,1997,15,8,705,7.8,3,2,5,3,0,0,3,0,0.38,0.26,0.64,0.38,0.64
Lenn Jastremski,de GER,"FW,MF",Erzgebirge Aue,21,2001,15,7,661,7.3,1,1,2,1,0,0,1,0,0.14,0.14,0.27,0.14,0.27
Lee Jihan,kr KOR,"FW,MF",SC Freiburg II,19,2003,14,5,503,5.6,0,1,1,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18
Antonio Jonjić,de GER,"FW,MF",Erzgebirge Aue,22,1999,16,13,"1,156",12.8,5,5,10,5,0,0,6,1,0.39,0.39,0.78,0.39,0.78
Julius Kade,de GER,"MF,FW",Dresden,23,1999,16,7,655,7.3,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14
Sotirios Kaissis,de GER,FW,VfB Oldenburg,25,1996,8,1,131,1.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Abdoulaye Kamara,gn GUI,"MF,FW",Dortmund II,17,2004,20,16,"1,305",14.5,1,4,5,1,0,0,6,1,0.07,0.28,0.34,0.07,0.34
,,,,,,,,,,,,,,,,,,,,,,
Patrick Kammerbauer,de GER,MF,Verl,25,1997,8,2,270,3.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Claudio Kammerknecht,lk SRI,"DF,MF",Dresden,23,1999,34,31,"2,721",30.2,4,2,6,4,0,0,7,0,0.13,0.07,0.20,0.13,0.20
Malte Karbstein,de GER,"DF,MF",SV Waldhof,24,1998,13,9,768,8.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Ole Käuper,de GER,MF,Meppen,25,1997,30,23,"1,902",21.1,1,1,2,1,0,0,8,2,0.05,0.05,0.09,0.05,0.09
Cemal Kaymaz,de GER,FW,SpVgg Bayreuth,24,1997,8,1,176,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Oğuzhan Kefkir,de GER,"MF,FW",Rot-Weiss Essen,30,1991,35,23,"2,155",23.9,0,5,5,0,0,0,4,0,0.00,0.21,0.21,0.00,0.21
Lars Kehl,de GER,"MF,FW",SC Freiburg II,20,2002,36,26,"2,026",22.5,8,3,11,7,1,1,7,0,0.36,0.13,0.49,0.31,0.44
Felix Keidel,de GER,"MF,FW",Ingolstadt 04,19,2003,14,10,912,10.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Daniel Keita-Ruel,fr FRA,FW,SV Waldhof,32,1989,23,4,632,7.0,1,1,2,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28
Dennis Kempe,de GER,MF,Wehen,36,1986,7,1,137,1.5,0,1,1,0,0,0,1,0,0.00,0.66,0.66,0.00,0.66
Luca Kerber,de GER,MF,Saarbrücken,20,2002,33,30,"2,566",28.5,3,4,7,3,0,0,6,0,0.11,0.14,0.25,0.11,0.25
Benedikt Kirsch,de GER,MF,SpVgg Bayreuth,26,1996,36,35,"2,928",32.5,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06
Dominik Klann,de GER,MF,Verl,23,1999,5,1,176,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Florian Kleinhansl,de GER,DF,Osnabrück,21,2000,37,35,"3,131",34.8,3,6,9,3,0,0,6,0,0.09,0.17,0.26,0.09,0.26
Marius Kleinsorge,de GER,"MF,FW",Meppen,26,1995,18,10,845,9.4,3,2,5,3,0,0,4,0,0.32,0.21,0.53,0.32,0.53
Philipp Klewin,de GER,GK,Erzgebirge Aue,28,1993,11,10,982,10.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Davino Knappe,de GER,MF,SC Freiburg II,19,2003,11,1,283,3.1,1,1,2,1,0,0,1,0,0.32,0.32,0.64,0.32,0.64
Ivan Knezevic,hr CRO,"MF,FW",Erzgebirge Aue,29,1993,16,10,769,8.5,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12
Tim Knipping,de GER,DF,Dresden,29,1992,36,35,"3,171",35.2,0,3,3,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09
Marvin Knoll,de GER,MF,MSV Duisburg,31,1990,9,5,367,4.1,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25
Tobias Knost,ke KEN,DF,Verl,22,2000,22,10,"1,039",11.5,2,3,5,2,0,0,6,0,0.17,0.26,0.43,0.17,0.43
Nico Knystock,de GER,DF,VfB Oldenburg,26,1995,26,16,"1,476",16.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Martin Kobylański,pl POL,MF,1860 Munich,28,1994,23,11,856,9.5,3,2,5,3,0,0,4,0,0.32,0.21,0.53,0.32,0.53
Koffi,ci CIV,FW,Elversberg,36,1986,31,16,"1,342",14.9,6,6,12,6,0,0,5,0,0.40,0.40,0.80,0.40,0.80
Sven Köhler,de GER,MF,Osnabrück,25,1996,35,34,"2,948",32.8,3,2,5,3,0,0,15,1,0.09,0.06,0.15,0.09,0.15
,,,,,,,,,,,,,,,,,,,,,,
Sebastian Kolbe,de GER,GK,SpVgg Bayreuth,26,1996,28,28,"2,520",28.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Niklas Kölle,de GER,"DF,MF",MSV Duisburg,22,1999,29,22,"1,959",21.8,5,2,7,5,0,0,3,0,0.23,0.09,0.32,0.23,0.32
Junior Kone,ci CIV,MF,Meppen,23,1998,3,0,104,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Phillip König,de GER,FW,MSV Duisburg,22,2000,18,3,398,4.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Ronny König,de GER,FW,Zwickau,39,1983,21,13,"1,108",12.3,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16
Mike Könnecke,de GER,MF,Zwickau,33,1988,32,16,"1,422",15.8,1,1,2,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13
David Kopacz,pl POL,"MF,FW",Ingolstadt 04,23,1999,21,16,"1,397",15.5,1,0,1,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06
Patrick Koronkiewicz,de GER,"MF,DF",Viktoria Köln,31,1991,35,33,"2,817",31.3,4,7,11,2,2,2,7,1,0.13,0.22,0.35,0.06,0.29
Dominik Kother,de GER,"MF,FW",SV Waldhof,22,2000,27,6,844,9.4,3,0,3,3,0,0,1,0,0.32,0.00,0.32,0.32,0.32
Mustafa Kourouma,de GER,DF,Rot-Weiss Essen,19,2003,13,3,504,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Kamer Krasniqi,xk KVX,"MF,FW",VfB Oldenburg,26,1996,29,25,"2,111",23.5,3,5,8,3,0,0,5,0,0.13,0.21,0.34,0.13,0.34
Pius Krätschmer,de GER,DF,Saarbrücken,25,1997,23,12,"1,309",14.5,1,2,3,1,0,0,1,0,0.07,0.14,0.21,0.07,0.21
Tobias Kraulich,de GER,DF,Meppen,23,1999,26,26,"2,321",25.8,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04
Tom Kretzschmar,de GER,GK,1860 Munich,23,1999,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Niklas Kreuzer,de GER,"DF,MF",Hallescher,29,1993,29,29,"2,428",27.0,5,6,11,0,5,5,9,2,0.19,0.22,0.41,0.00,0.22
Nicolas Kristof,de GER,GK,Elversberg,22,1999,36,36,"3,240",36.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Lukas Krüger,de GER,FW,Zwickau,22,2000,13,1,350,3.9,1,0,1,1,0,0,0,0,0.26,0.00,0.26,0.26,0.26
Jeroen Krupa,de GER,FW,Ingolstadt 04,19,2003,4,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
David Kubatta,de GER,DF,Viktoria Köln,18,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Lukas Kübler,de GER,MF,SC Freiburg II,29,1992,1,1,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Philipp Kühn,de GER,GK,Osnabrück,29,1992,32,32,"2,880",32.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Max Kulke,de GER,"DF,MF",Dresden,21,2000,19,13,"1,102",12.2,0,2,2,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16
Lukas Kunze,de GER,MF,Osnabrück,24,1998,35,30,"2,450",27.2,3,5,8,3,0,0,6,0,0.11,0.18,0.29,0.11,0.29
Filip Kusić,rs SRB,DF,Zwickau,26,1996,12,12,"1,015",11.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Stefan Kutschke,de GER,FW,Dresden,33,1988,36,31,"2,720",30.2,9,5,14,7,2,3,11,0,0.30,0.17,0.46,0.23,0.40
,,,,,,,,,,,,,,,,,,,,,,
Leroy Kwadwo,de GER,DF,MSV Duisburg,25,1996,10,9,856,9.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Daniel Kyereh,gh GHA,FW,SC Freiburg II,26,1996,1,1,77,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Park Kyuhyun,kr KOR,DF,Dresden,21,2001,16,14,"1,084",12.0,0,1,1,0,0,0,7,1,0.00,0.08,0.08,0.00,0.08
Fynn-Luca Lakenmacher,de GER,"FW,MF",1860 Munich,22,2000,35,21,"1,879",20.9,8,4,12,8,0,0,3,0,0.38,0.19,0.57,0.38,0.57
Niklas Landgraf,de GER,"DF,MF",Hallescher,26,1996,33,32,"2,788",31.0,0,0,0,0,0,0,11,1,0.00,0.00,0.00,0.00,0.00
Niklas Lang,bb BRB,DF,1860 Munich,20,2002,15,11,909,10.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Kevin Lankford,de GER,MF,Viktoria Köln,23,1998,24,6,580,6.4,1,1,2,1,0,0,0,0,0.16,0.16,0.31,0.16,0.31
Christopher Lannert,de GER,DF,1860 Munich,24,1998,29,18,"1,825",20.3,0,2,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10
Tim Latteier,de GER,MF,SpVgg Bayreuth,22,2000,31,20,"1,763",19.6,0,2,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10
Adrien Lebeau,fr FRA,MF,SV Waldhof,23,1999,15,12,855,9.5,3,4,7,3,0,0,2,0,0.32,0.42,0.74,0.32,0.74
Frank Lehmann,de GER,GK,Elversberg,33,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Paul Lehmann,de GER,FW,Dresden,18,2004,3,0,34,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jakob Lemmer,de GER,"MF,FW",Dresden,22,2000,20,5,694,7.7,4,2,6,4,0,0,0,0,0.52,0.26,0.78,0.52,0.78
Jakob Lewald,de GER,DF,Dresden,23,1999,27,24,"2,107",23.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Stefan Lex,de GER,"MF,FW",1860 Munich,32,1989,32,26,"2,089",23.2,7,7,14,7,0,0,3,0,0.30,0.30,0.60,0.30,0.60
Patrick Lienhard,de GER,"MF,FW",SC Freiburg II,30,1992,24,10,901,10.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Yannick Linnemann,de GER,MF,Zwickau,17,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denis Linsmayer,de GER,MF,Ingolstadt 04,30,1991,27,14,"1,372",15.2,1,2,3,1,0,0,5,0,0.07,0.13,0.20,0.07,0.20
Dennis Lippert,de GER,DF,SpVgg Bayreuth,26,1996,21,18,"1,492",16.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
Arian Llugiqi,xk KVX,"MF,DF",Ingolstadt 04,19,2002,21,10,903,10.0,0,3,3,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30
Elias Löder,de GER,MF,Hallescher,22,2000,19,0,288,3.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Jan Löhmannsröben,de GER,"DF,MF",Zwickau,31,1991,32,25,"2,062",22.9,0,2,2,0,0,0,11,1,0.00,0.09,0.09,0.00,0.09
Jeremias Lorch,de GER,"DF,MF",Viktoria Köln,26,1995,2,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marcel Lotka,pl POL,GK,Dortmund II,21,2001,30,30,"2,700",30.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Aurel Loubongo-M'Boungou,de GER,FW,Rot-Weiss Essen,21,2001,10,1,155,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Arthur Lyska,de GER,GK,Wehen,22,2000,23,22,"1,947",21.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Stefan Maderer,de GER,"FW,MF",SpVgg Bayreuth,25,1996,17,6,674,7.5,1,1,2,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27
Sebastian Mai,de GER,DF,MSV Duisburg,28,1993,27,26,"2,369",26.3,1,2,3,1,0,0,12,0,0.04,0.08,0.11,0.04,0.11
Erik Majetschak,de GER,"DF,MF",Erzgebirge Aue,22,2000,23,17,"1,569",17.4,1,0,1,1,0,0,7,1,0.06,0.00,0.06,0.06,0.06
Jordy Makengo,fr FRA,DF,SC Freiburg II,20,2001,35,29,"2,598",28.9,0,2,2,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07
Georgios Makridis,gr GRE,FW,Wehen,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Martin Männel,de GER,GK,Erzgebirge Aue,34,1988,28,28,"2,438",27.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Johannes Manske,de GER,FW,Meppen,22,2000,13,2,319,3.5,0,1,1,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28
Paul Manske,de GER,DF,Meppen,20,2001,2,0,54,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Luca Marseiler,de GER,"FW,MF",Viktoria Köln,25,1997,24,6,848,9.4,2,5,7,2,0,0,1,0,0.21,0.53,0.74,0.21,0.74
Dominik Martinović,de GER,"FW,MF",SV Waldhof,25,1997,35,33,"2,615",29.1,12,5,17,12,0,0,4,0,0.41,0.17,0.59,0.41,0.59
Niklas May,de GER,"DF,MF",Viktoria Köln,20,2002,30,23,"2,060",22.9,0,3,3,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13
Lukas Mazagg,it ITA,DF,Meppen,22,1999,25,17,"1,622",18.0,1,2,3,1,0,0,5,0,0.06,0.11,0.17,0.06,0.17
Adrian Małachowski,pl POL,"MF,DF",SV Waldhof,24,1998,28,10,"1,092",12.1,3,3,6,3,0,0,2,0,0.25,0.25,0.49,0.25,0.49
Jonathan Meier,de GER,"DF,MF",Dresden,22,1999,31,21,"2,017",22.4,0,5,5,0,0,0,5,0,0.00,0.22,0.22,0.00,0.22
Stijn Meijer,nl NED,FW,Verl,22,1999,11,4,498,5.5,1,1,2,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36
Robin Meißner,de GER,FW,Viktoria Köln,22,1999,37,33,"2,808",31.2,12,3,15,11,1,1,1,0,0.38,0.10,0.48,0.35,0.45
Kyrylo Melichenko,ua UKR,DF,Dresden,23,1999,18,14,"1,215",13.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Luca-Falk Menke,de GER,DF,Elversberg,22,2000,7,3,286,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Daniel Mesenhöler,de GER,GK,Hallescher,27,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Thomas Meunier,be BEL,"MF,DF",Dortmund II,30,1991,2,2,132,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Falko Michel,de GER,"MF,FW",Dortmund II,21,2001,32,23,"2,048",22.8,4,1,5,4,0,0,9,0,0.18,0.04,0.22,0.18,0.22
Jonas Michelbrink,de GER,"MF,DF",MSV Duisburg,21,2001,13,8,510,5.7,1,1,2,1,0,0,0,0,0.18,0.18,0.35,0.18,0.35
Sebastian Mielitz,de GER,GK,VfB Oldenburg,33,1989,20,20,"1,800",20.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
