Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Diren-Mehmet Günay,de GER,DF,Viktoria 1889,18,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tobias Gunte,de GER,DF,Viktoria 1889,24,1997,23,21,"1,902",21.1,4,0,4,4,0,0,0,0,0.19,0.00,0.19,0.19,0.19
Julian Günther-Schmidt,de GER,"MF,FW",Saarbrücken,26,1994,34,29,"2,433",27.0,9,6,15,7,2,3,6,0,0.33,0.22,0.55,0.26,0.48
Ahmet Gürleyen,de GER,DF,Wehen,22,1999,31,31,"2,719",30.2,3,0,3,3,0,0,6,1,0.10,0.00,0.10,0.10,0.10
Julian Guttau,de GER,MF,Hallescher,21,1999,31,20,"1,692",18.8,0,3,3,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16
Manuel Haas,at AUT,DF,Osnabrück,25,1996,18,5,623,6.9,0,1,1,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14
Daniel Hägele,de GER,"MF,DF",W'burg Kickers,32,1989,16,13,"1,222",13.6,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07
Alexander Hahn,de GER,DF,Viktoria 1889,28,1993,14,9,880,9.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Lucas Halangk,de GER,DF,Hallescher,17,2003,3,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Simon Handle,at AUT,"MF,DF",Viktoria Köln,28,1993,35,33,"2,976",33.1,6,0,6,5,1,1,3,0,0.18,0.00,0.18,0.15,0.15
Daniel Hanslik,de GER,"FW,MF",Kaiserslautern,24,1996,34,27,"2,225",24.7,5,3,8,5,0,0,4,1,0.20,0.12,0.32,0.20,0.32
Matthis Harsman,de GER,GK,Meppen,21,1999,7,6,554,6.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Fabrice Hartmann,de GER,MF,Braunschweig,20,2001,6,1,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marius Hauptmann,de GER,"DF,MF",Zwickau,21,1999,28,21,"1,944",21.6,2,4,6,2,0,0,5,0,0.09,0.19,0.28,0.09,0.28
Marco Hausjell,at AUT,MF,W'burg Kickers,22,1999,8,1,159,1.8,0,1,1,0,0,0,1,0,0.00,0.57,0.57,0.00,0.57
Jalen Hawkins,de GER,MF,Saarbrücken,20,2001,8,1,292,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jeron Al-Hazaimeh,de GER,DF,Meppen,29,1992,25,14,"1,274",14.2,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00
Louis Hebbelmann,de GER,MF,Meppen,22,1998,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marc Heider,de GER,FW,Osnabrück,35,1986,33,32,"2,758",30.6,10,6,16,10,0,1,6,0,0.33,0.20,0.52,0.33,0.52
Yazid Heimur,de GER,DF,Viktoria 1889,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Moritz Heinrich,de GER,"MF,FW",W'burg Kickers,24,1997,22,17,"1,414",15.7,0,2,2,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13
Florian Heister,de GER,"DF,MF",Viktoria Köln,24,1997,25,22,"1,812",20.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Benjamin Hemcke,de GER,"MF,FW",Viktoria Köln,18,2003,7,2,199,2.2,0,1,1,0,0,0,1,0,0.00,0.45,0.45,0.00,0.45
Christoph Hemlein,de GER,"MF,FW",Meppen,30,1990,32,22,"1,805",20.1,5,0,5,5,0,0,4,0,0.25,0.00,0.25,0.25,0.25
Bryan Henning,de GER,MF,Braunschweig,26,1995,32,31,"2,571",28.6,6,6,12,6,0,0,7,0,0.21,0.21,0.42,0.21,0.42
,,,,,,,,,,,,,,,,,,,,,,
Philipp Hercher,de GER,"MF,DF",Kaiserslautern,25,1996,34,32,"2,727",30.3,6,9,15,6,0,0,4,0,0.20,0.30,0.50,0.20,0.50
Robert Herrmann,de GER,MF,W'burg Kickers,27,1993,28,24,"1,950",21.7,4,2,6,4,0,0,4,0,0.18,0.09,0.28,0.18,0.28
Aaron Herzog,de GER,MF,Hallescher,23,1998,8,8,587,6.5,1,2,3,1,0,0,1,0,0.15,0.31,0.46,0.15,0.46
Julian Hettwer,de GER,"MF,FW",MSV Duisburg,18,2003,24,3,602,6.7,1,3,4,1,0,0,2,0,0.15,0.45,0.60,0.15,0.60
Felix Higl,de GER,"FW,MF",Osnabrück,24,1997,34,18,"1,558",17.3,4,2,6,3,1,1,1,0,0.23,0.12,0.35,0.17,0.29
Marco Hiller,de GER,GK,1860 Munich,24,1997,33,33,"2,970",33.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marcel Hilßner,de GER,MF,Zwickau,26,1995,8,4,362,4.0,0,1,1,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25
Moritz Hinnenkamp,de GER,MF,Meppen,19,2002,3,1,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Maximilian Hippe,de GER,DF,Dortmund II,23,1998,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Maximilian Hippe,de GER,DF,Kaiserslautern,23,1998,7,5,431,4.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Marco Hober,de GER,"MF,DF",Dortmund II,25,1995,14,9,824,9.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Alexander Höck,de GER,DF,Viktoria Köln,19,2002,4,1,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Niklas Hoffmann,de GER,"MF,DF",W'burg Kickers,24,1997,22,12,986,11.0,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
Marco Höger,de GER,MF,SV Waldhof,31,1989,32,28,"2,387",26.5,2,1,3,2,0,0,6,1,0.08,0.04,0.11,0.08,0.11
Benedict Hollerbach,de GER,"MF,FW",Wehen,20,2001,30,14,"1,410",15.7,1,5,6,1,0,0,2,0,0.06,0.32,0.38,0.06,0.38
Luca Horn,de GER,"MF,DF",Zwickau,22,1998,22,15,"1,248",13.9,1,4,5,1,0,0,2,0,0.07,0.29,0.36,0.07,0.36
Kimmo Hovi,fi FIN,FW,Viktoria 1889,27,1994,10,1,242,2.7,1,0,1,1,0,0,1,0,0.37,0.00,0.37,0.37,0.37
Tizian Hümmer,de GER,FW,W'burg Kickers,18,2003,3,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Lars Hunn,ch SUI,GK,SC Freiburg II,22,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Elias Huth,de GER,FW,Kaiserslautern,24,1997,8,1,202,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Elias Huth,de GER,"FW,MF",Hallescher,24,1997,17,16,"1,329",14.8,9,1,10,8,1,1,2,0,0.61,0.07,0.68,0.54,0.61
Luc Ihorst,de GER,FW,Braunschweig,21,2000,19,6,711,7.9,3,1,4,2,1,1,1,0,0.38,0.13,0.51,0.25,0.38
Stefan Ilić,de GER,DF,SC Freiburg II,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
John Iredale,au AUS,FW,Wehen,21,1999,11,4,390,4.3,3,0,3,3,0,0,0,0,0.69,0.00,0.69,0.69,0.69
Tatsuya Ito,jp JPN,"FW,MF",Magdeburg,24,1997,15,10,764,8.5,3,2,5,3,0,0,1,0,0.35,0.24,0.59,0.35,0.59
,,,,,,,,,,,,,,,,,,,,,,
Davide Itter,de GER,"DF,MF",Osnabrück,22,1999,17,6,693,7.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Sebastian Jacob,de GER,FW,Saarbrücken,28,1993,30,21,"2,004",22.3,6,4,10,5,1,2,2,0,0.27,0.18,0.45,0.22,0.40
Bjarke Jacobsen,dk DEN,MF,Wehen,27,1993,32,31,"2,785",30.9,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03
Yannik Jaeschke,de GER,"MF,FW",Havelse,27,1993,27,19,"1,781",19.8,4,1,5,4,0,1,5,1,0.20,0.05,0.25,0.20,0.25
Sebastian Jakubiak,de GER,MF,Magdeburg,28,1993,10,1,250,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Caspar Jander,de GER,"MF,FW",MSV Duisburg,18,2003,9,2,200,2.2,0,1,1,0,0,0,1,0,0.00,0.45,0.45,0.00,0.45
Tobias Jänicke,de GER,"MF,FW",Saarbrücken,32,1989,36,28,"2,383",26.5,5,3,8,5,0,0,4,0,0.19,0.11,0.30,0.19,0.30
Maximilian Jansen,de GER,MF,Zwickau,28,1993,14,14,"1,028",11.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Lenn Jastremski,de GER,FW,Viktoria Köln,20,2001,11,10,664,7.4,2,0,2,2,0,0,2,0,0.27,0.00,0.27,0.27,0.27
Janik Jesgarzewski,de GER,DF,Meppen,27,1994,15,6,730,8.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Lee Jihan,kr KOR,"FW,DF",SC Freiburg II,18,2003,5,2,176,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Björn Jopek,de GER,MF,Viktoria 1889,27,1993,32,29,"2,580",28.7,3,3,6,3,0,0,4,0,0.10,0.10,0.21,0.10,0.21
Gillian Jurcher,de GER,"FW,MF",SV Waldhof,24,1997,11,4,355,3.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Lasse Jürgensen,dk DEN,DF,Verl,23,1998,11,10,933,10.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Abdoulaye Kamara,gn GUI,MF,Dortmund II,16,2004,13,5,488,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Matti Kamenz,de GER,GK,Zwickau,22,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Patrick Kammerbauer,de GER,"MF,FW",SC Freiburg II,24,1997,31,22,"1,799",20.0,0,3,3,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15
Claudio Kammerknecht,lk SRI,DF,SC Freiburg II,22,1999,22,19,"1,751",19.5,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
Patrick Kapp,de GER,DF,Viktoria 1889,24,1997,32,32,"2,716",30.2,2,0,2,2,0,0,5,1,0.07,0.00,0.07,0.07,0.07
Niklas Kastenhofer,de GER,DF,Hallescher,22,1999,18,11,"1,100",12.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Florian Kath,de GER,"DF,FW",Magdeburg,26,1994,20,10,"1,015",11.3,2,0,2,2,0,0,3,0,0.18,0.00,0.18,0.18,0.18
Ole Käuper,de GER,"MF,DF",Meppen,24,1997,18,16,"1,213",13.5,1,1,2,1,0,0,6,0,0.07,0.07,0.15,0.07,0.15
Bryang Kayo,us USA,MF,Viktoria 1889,19,2002,11,1,205,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Lars Kehl,de GER,"FW,MF",SC Freiburg II,19,2002,28,13,"1,141",12.7,2,0,2,2,0,0,4,0,0.16,0.00,0.16,0.16,0.16
Emilio Kehrer,de GER,"FW,MF",SC Freiburg II,19,2002,29,17,"1,537",17.1,4,2,6,3,1,2,4,0,0.23,0.12,0.35,0.18,0.29
,,,,,,,,,,,,,,,,,,,,,,
Dennis Kempe,de GER,"DF,MF",Wehen,35,1986,20,13,"1,134",12.6,1,1,2,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16
Luca Kerber,de GER,MF,Saarbrücken,19,2002,26,24,"2,137",23.7,1,1,2,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08
Niko Kijewski,de GER,DF,Braunschweig,25,1996,30,23,"2,126",23.6,1,3,4,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17
Denis Kina,de GER,DF,Havelse,28,1992,3,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Muhammed Kiprit,tr TUR,"FW,MF",Kaiserslautern,22,1999,26,7,870,9.7,3,0,3,2,1,1,1,0,0.31,0.00,0.31,0.21,0.21
Sebastian Klaas,de GER,MF,Osnabrück,23,1998,34,26,"2,193",24.4,9,4,13,7,2,2,6,0,0.37,0.16,0.53,0.29,0.45
Kai Klefisch,de GER,MF,Viktoria Köln,21,1999,32,31,"2,709",30.1,1,2,3,1,0,0,7,0,0.03,0.07,0.10,0.03,0.10
Florian Kleinhansl,de GER,DF,Osnabrück,20,2000,34,31,"2,737",30.4,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03
Marius Kleinsorge,de GER,FW,Kaiserslautern,25,1995,4,1,119,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
René Klingenburg,de GER,"MF,FW",Kaiserslautern,27,1993,28,20,"1,767",19.6,2,2,4,2,0,0,5,0,0.10,0.10,0.20,0.10,0.20
Joe Klöpper,de GER,DF,Meppen,19,2002,2,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ansgar Knauff,de GER,MF,Dortmund II,19,2002,8,7,573,6.4,1,0,1,1,0,0,3,0,0.16,0.00,0.16,0.16,0.16
Lorenz Knöferl,de GER,FW,1860 Munich,18,2003,3,0,32,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Marvin Knoll,de GER,"MF,DF",MSV Duisburg,30,1990,18,17,"1,311",14.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Tobias Knost,ke KEN,DF,Magdeburg,21,2000,14,10,854,9.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Martin Kobylański,pl POL,FW,Braunschweig,27,1994,27,3,648,7.2,2,4,6,2,0,0,0,0,0.28,0.56,0.83,0.28,0.83
Marius Köhl,de GER,MF,Saarbrücken,20,2001,7,1,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sven Köhler,de GER,MF,Osnabrück,24,1996,33,32,"2,709",30.1,4,3,7,4,0,0,9,0,0.13,0.10,0.23,0.13,0.23
Ronny König,de GER,FW,Zwickau,38,1983,34,19,"1,791",19.9,5,0,5,5,0,0,2,0,0.25,0.00,0.25,0.25,0.25
Timo Königsmann,de GER,GK,SV Waldhof,24,1997,31,31,"2,790",31.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Mike Könnecke,de GER,MF,Zwickau,32,1988,30,22,"1,832",20.4,1,1,2,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10
David Kopacz,pl POL,"MF,FW",W'burg Kickers,22,1999,33,32,"2,748",30.5,4,9,13,4,0,0,7,1,0.13,0.29,0.43,0.13,0.43
Patrick Koronkiewicz,de GER,"MF,DF",Viktoria Köln,30,1991,9,4,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Gianluca Korte,de GER,MF,Wehen,30,1990,2,1,77,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Serhat Koruk,,FW,Verl,25,1996,7,0,85,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Serhat Koruk,,"FW,MF",Meppen,25,1996,14,8,703,7.8,1,0,1,0,1,1,1,0,0.13,0.00,0.13,0.00,0.00
Dominik Kother,de GER,"FW,MF",SV Waldhof,21,2000,12,4,510,5.7,3,2,5,3,0,0,1,0,0.53,0.35,0.88,0.53,0.88
Julian Krahl,de GER,GK,Viktoria 1889,21,2000,25,24,"2,181",24.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Pius Krätschmer,de GER,"DF,MF",Saarbrücken,24,1997,29,22,"2,100",23.3,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
Tobias Kraulich,de GER,DF,W'burg Kickers,22,1999,33,32,"2,889",32.1,3,0,3,3,0,0,6,0,0.09,0.00,0.09,0.09,0.09
Kevin Kraus,de GER,DF,Kaiserslautern,28,1992,27,25,"2,200",24.4,1,2,3,1,0,0,3,1,0.04,0.08,0.12,0.04,0.12
Robin Krauße,de GER,MF,Braunschweig,27,1994,34,33,"2,870",31.9,1,3,4,1,0,0,5,0,0.03,0.09,0.13,0.03,0.13
Florian Krebs,de GER,MF,Dortmund II,22,1999,2,0,21,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Connor Krempicki,de GER,"MF,DF",Magdeburg,26,1994,31,29,"2,192",24.4,6,5,11,6,0,0,7,0,0.25,0.21,0.45,0.25,0.45
Tom Kretzschmar,de GER,GK,1860 Munich,22,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Niklas Kreuzer,de GER,"DF,MF",Hallescher,28,1993,33,33,"2,960",32.9,2,8,10,2,0,0,12,1,0.06,0.24,0.30,0.06,0.30
Lukas Krüger,de GER,"FW,DF",Meppen,21,2000,32,14,"1,218",13.5,3,2,5,3,0,0,2,0,0.22,0.15,0.37,0.22,0.37
Noah Kruth,de GER,GK,Magdeburg,18,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
David Kubatta,de GER,DF,Viktoria Köln,17,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Enes Küc,de GER,"FW,MF",Viktoria 1889,24,1996,33,26,"2,165",24.1,3,5,8,2,1,2,3,0,0.12,0.21,0.33,0.08,0.29
Leon Kugland,de GER,MF,Meppen,21,1999,1,1,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Philipp Kühn,de GER,GK,Osnabrück,28,1992,36,36,"3,240",36.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Lukas Kunze,de GER,MF,Osnabrück,23,1998,35,26,"2,397",26.6,7,0,7,7,0,0,6,0,0.26,0.00,0.26,0.26,0.26
Mehmet Kurt,,MF,Wehen,25,1996,25,18,"1,490",16.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Peter Kurzweg,de GER,DF,W'burg Kickers,27,1994,12,11,878,9.8,1,1,2,1,0,0,3,1,0.10,0.10,0.21,0.10,0.21
Leroy Kwadwo,de GER,"MF,DF",MSV Duisburg,24,1996,27,17,"1,544",17.2,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00
Moritz-Broni Kwarteng,gh GHA,FW,Magdeburg,23,1998,10,1,280,3.1,2,2,4,2,0,0,1,0,0.64,0.64,1.29,0.64,1.29
Frederik Lach,de GER,"DF,MF",Verl,24,1997,9,7,680,7.6,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13
Fynn-Luca Lakenmacher,de GER,"FW,MF",Havelse,21,2000,34,33,"2,782",30.9,5,1,6,5,0,0,4,1,0.16,0.03,0.19,0.16,0.19
Niklas Landgraf,de GER,"DF,MF",Hallescher,25,1996,30,29,"2,433",27.0,0,1,1,0,0,0,11,1,0.00,0.04,0.04,0.00,0.04
,,,,,,,,,,,,,,,,,,,,,,
Niklas Lang,bb BRB,DF,1860 Munich,19,2002,20,13,"1,183",13.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Julius Langfeld,de GER,"MF,FW",Havelse,26,1995,22,14,"1,217",13.5,1,1,2,1,0,0,5,0,0.07,0.07,0.15,0.07,0.15
Kevin Lankford,de GER,"FW,MF",Wehen,22,1998,19,10,917,10.2,3,0,3,3,0,0,0,0,0.29,0.00,0.29,0.29,0.29
Christopher Lannert,de GER,DF,Verl,23,1998,35,35,"3,150",35.0,0,2,2,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06
Lion Lauberbach,de GER,FW,Braunschweig,23,1998,31,30,"2,445",27.2,11,6,17,11,0,1,2,0,0.40,0.22,0.63,0.40,0.63
Adrien Lebeau,fr FRA,"MF,FW",SV Waldhof,22,1999,22,15,"1,131",12.6,1,2,3,1,0,0,6,1,0.08,0.16,0.24,0.08,0.24
Emmanuel Léonce Kouadio,de GER,DF,SV Waldhof,22,1998,2,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Enzo Leopold,de GER,"MF,FW",SC Freiburg II,21,2000,23,18,"1,431",15.9,2,3,5,0,2,2,2,0,0.13,0.19,0.31,0.00,0.19
Thilo Leugers,de GER,MF,Meppen,30,1991,1,1,6,0.1,1,0,1,0,1,1,0,0,15.00,0.00,15.00,0.00,0.00
Jakob Lewald,de GER,DF,Viktoria 1889,22,1999,34,34,"3,060",34.0,2,0,2,2,0,0,6,0,0.06,0.00,0.06,0.06,0.06
Stefan Lex,de GER,"MF,FW",1860 Munich,31,1989,34,29,"2,357",26.2,7,11,18,7,0,0,6,0,0.27,0.42,0.69,0.27,0.69
Tim Linsbichler,at AUT,"MF,FW",1860 Munich,21,2000,22,2,384,4.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Elias Löder,de GER,MF,Hallescher,21,2000,13,4,366,4.1,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25
Jan Löhmannsröben,de GER,"MF,DF",Hallescher,30,1991,19,17,"1,444",16.0,1,1,2,1,0,0,5,1,0.06,0.06,0.12,0.06,0.12
Lars Lokotsch,de GER,FW,Zwickau,25,1996,29,13,"1,252",13.9,3,0,3,3,0,0,1,1,0.22,0.00,0.22,0.22,0.22
Jannik Looschen,de GER,FW,Meppen,24,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jeremias Lorch,de GER,"MF,DF",Viktoria Köln,25,1995,30,19,"1,610",17.9,3,1,4,3,0,0,6,0,0.17,0.06,0.22,0.17,0.22
Jan Luca Schuler,de GER,FW,Magdeburg,22,1999,31,27,"2,034",22.6,12,2,14,12,0,1,6,0,0.53,0.09,0.62,0.53,0.62
Alexander Lungwitz,de GER,DF,W'burg Kickers,20,2000,18,10,"1,047",11.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Arthur Lyska,de GER,GK,Wehen,21,2000,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jordy Makengo,fr FRA,DF,SC Freiburg II,19,2001,5,2,199,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Cebrails Makreckis,lv LVA,"MF,FW",Viktoria 1889,21,2000,17,14,"1,300",14.4,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07
Cebrails Makreckis,lv LVA,MF,Dortmund II,21,2000,14,1,404,4.5,1,1,2,1,0,0,0,0,0.22,0.22,0.45,0.22,0.45
Lennard Maloney,us USA,DF,Dortmund II,21,1999,27,25,"2,191",24.3,1,0,1,1,0,0,7,2,0.04,0.00,0.04,0.04,0.04
Marco Mannhardt,de GER,MF,1860 Munich,19,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Luca Marseiler,de GER,"FW,MF",Viktoria Köln,24,1997,24,13,"1,172",13.0,2,2,4,2,0,0,6,0,0.15,0.15,0.31,0.15,0.31
Dominik Martinović,de GER,FW,SV Waldhof,24,1997,31,27,"2,410",26.8,10,6,16,7,3,5,4,0,0.37,0.22,0.60,0.26,0.49
Jan-Hendrik Marx,de GER,DF,Braunschweig,26,1995,16,16,"1,433",15.9,3,3,6,3,0,0,3,0,0.19,0.19,0.38,0.19,0.38
Iba May,de GER,MF,Braunschweig,23,1998,8,1,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Niklas May,de GER,"DF,MF",Viktoria Köln,19,2002,24,15,"1,525",16.9,1,0,1,1,0,0,2,1,0.06,0.00,0.06,0.06,0.06
Adrian Małachowski,pl POL,"MF,DF",Magdeburg,23,1998,21,4,768,8.5,0,1,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12
Vico Meien,de GER,"MF,DF",Havelse,23,1998,9,2,279,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Dominik Meisel,de GER,"MF,FW",W'burg Kickers,22,1999,23,14,"1,300",14.4,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07
Christoph Menz,de GER,"MF,DF",Viktoria 1889,32,1988,30,25,"2,269",25.2,2,1,3,2,0,0,8,1,0.08,0.04,0.12,0.08,0.12
Daniel Mesenhöler,de GER,GK,Hallescher,26,1995,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Linus Meyer,de GER,"MF,FW",Havelse,29,1992,21,11,906,10.1,1,1,2,1,0,0,4,0,0.10,0.10,0.20,0.10,0.20
Oualid Mhamdi,ma MAR,DF,Viktoria Köln,18,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Daniel Mikic,de GER,DF,Verl,29,1992,10,10,803,8.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Emanuel Mirchev,bg BUL,"MF,FW",Verl,19,2002,11,6,512,5.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Sascha Mockenhaupt,de GER,DF,Wehen,29,1991,27,26,"2,261",25.1,0,1,1,0,0,0,5,1,0.00,0.04,0.04,0.00,0.04
Yannik Möker,de GER,MF,Zwickau,22,1999,23,15,"1,284",14.3,2,0,2,2,0,0,3,0,0.14,0.00,0.14,0.14,0.14
Sascha Mölders,de GER,FW,1860 Munich,36,1985,17,15,"1,350",15.0,4,3,7,3,1,2,4,0,0.27,0.20,0.47,0.20,0.40
Quirin Moll,de GER,"MF,DF",1860 Munich,30,1991,32,21,"2,010",22.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Nikolaj Moller,se SWE,FW,Viktoria Köln,19,2002,9,4,440,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tim Möller,de GER,MF,Osnabrück,22,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Leandro Morgalla,de GER,DF,1860 Munich,16,2004,11,5,458,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Youssoufa Moukoko,de GER,FW,Dortmund II,16,2004,2,2,122,1.4,1,0,1,1,0,0,0,0,0.74,0.00,0.74,0.74,0.74
Arvin Moulai,de GER,MF,Osnabrück,18,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Amney Moutassime,it ITA,FW,SC Freiburg II,17,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sebastian Mrowca,pl POL,"DF,MF",Wehen,27,1994,18,10,975,10.8,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Andreas Müller,de GER,MF,Magdeburg,21,2000,34,32,"2,874",31.9,2,0,2,2,0,0,7,1,0.06,0.00,0.06,0.06,0.06
