Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Alexander Esswein,de GER,"FW,MF",Sandhausen,32,1990,29,24,"1,908",21.2,4,7,11,4,0,0,10,1,3.4,3.4,4.0,7.4,38,39,150,0.19,0.33,0.52,0.19,0.52,0.16,0.19,0.35,0.16,0.35
Franck Evina,cm CMR,"FW,MF",Sandhausen,22,2000,13,3,462,5.1,3,1,4,3,0,0,3,0,1.6,1.6,0.3,1.9,3,7,27,0.58,0.19,0.78,0.58,0.78,0.30,0.06,0.36,0.30,0.36
Konrad Faber,de GER,DF,Jahn R'burg,24,1997,26,18,"1,704",18.9,0,3,3,0,0,0,1,0,0.3,0.3,1.5,1.8,50,59,47,0.00,0.16,0.16,0.00,0.16,0.01,0.08,0.09,0.01,0.09
Ömer Faruk Beyaz,tr TUR,"FW,DF",Magdeburg,18,2003,3,0,52,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,4,0.00,0.00,0.00,0.00,0.00,0.17,0.04,0.21,0.17,0.21
Betim Fazliji,xk KVX,"DF,MF",St. Pauli,23,1999,19,6,571,6.3,0,0,0,0,0,0,2,1,0.2,0.2,0.1,0.3,9,41,6,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Jasmin Fejzić,ba BIH,GK,Braunschweig,36,1986,23,23,"2,048",22.8,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Elione Fernandes Neto,de GER,"MF,FW",Düsseldorf,16,2005,12,3,296,3.3,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,2,19,6,0.00,0.00,0.00,0.00,0.00,0.10,0.12,0.23,0.10,0.23
Florian Flick,de GER,"MF,DF",Nürnberg,22,2000,16,15,"1,318",14.6,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,9,54,18,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Oliver Fobassam,de GER,DF,Greuther Fürth,19,2003,4,3,279,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sadik Fofana,tg TOG,"MF,DF",Nürnberg,19,2003,19,6,700,7.8,0,0,0,0,0,0,4,0,0.3,0.3,0.0,0.3,5,20,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04
Jonas Föhrenbach,de GER,DF,Heidenheim,26,1996,33,33,"2,962",32.9,0,5,5,0,0,0,1,0,0.7,0.7,3.9,4.6,78,147,98,0.00,0.15,0.15,0.00,0.15,0.02,0.12,0.14,0.02,0.14
Antonio Foti,cy CYP,"FW,MF",Hannover 96,18,2003,11,1,170,1.9,1,1,2,1,0,0,1,0,0.6,0.6,0.5,1.1,8,9,12,0.53,0.53,1.06,0.53,1.06,0.32,0.26,0.59,0.32,0.59
Martin Fraisl,at AUT,GK,Arminia,29,1993,29,29,"2,610",29.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raphael Framberger,de GER,DF,Sandhausen,26,1995,5,5,333,3.7,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.8,6,12,4,0.00,0.00,0.00,0.00,0.00,0.21,0.02,0.23,0.21,0.23
Marcel Franke,de GER,DF,Karlsruher,29,1993,30,30,"2,579",28.7,1,0,1,1,0,0,12,1,1.9,1.9,0.8,2.7,9,70,3,0.03,0.00,0.03,0.03,0.03,0.07,0.03,0.10,0.07,0.10
Hólmbert Friðjónsson,is ISL,"FW,DF",Holstein Kiel,29,1993,8,6,386,4.3,2,1,3,2,0,0,2,0,2.0,2.0,1.1,3.1,0,3,15,0.47,0.23,0.70,0.47,0.70,0.47,0.24,0.72,0.47,0.72
Lukas Fröde,de GER,"MF,DF",Hansa Rostock,27,1995,32,32,"2,664",29.6,5,1,6,5,0,0,9,0,2.1,2.1,2.4,4.5,13,96,23,0.17,0.03,0.20,0.17,0.20,0.07,0.08,0.15,0.07,0.15
Nils Fröling,se SWE,"MF,FW",Hansa Rostock,22,2000,26,10,929,10.3,3,0,3,3,0,0,0,0,1.7,1.7,1.0,2.7,8,18,55,0.29,0.00,0.29,0.29,0.29,0.17,0.09,0.26,0.17,0.26
Joseph Ganda,il ISR,"MF,FW",Sandhausen,25,1997,10,2,331,3.7,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,8,7,11,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16
Nicolas Gavory,fr FRA,DF,Düsseldorf,27,1995,16,11,"1,139",12.7,1,2,3,1,0,0,3,0,0.2,0.2,3.4,3.6,30,55,72,0.08,0.16,0.24,0.08,0.24,0.02,0.26,0.28,0.02,0.28
Christian Gebauer,at AUT,DF,Arminia,28,1993,17,6,683,7.6,1,1,2,1,0,0,0,0,0.6,0.6,1.1,1.7,14,38,28,0.13,0.13,0.26,0.13,0.26,0.08,0.14,0.23,0.08,0.23
Linus Gechter,de GER,DF,Braunschweig,18,2004,5,5,367,4.1,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,13,17,2,0.00,0.25,0.25,0.00,0.25,0.01,0.06,0.07,0.01,0.07
Tom Geerkens,de GER,"DF,FW",Düsseldorf,21,2000,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andreas Geipl,de GER,MF,Heidenheim,30,1992,13,3,253,2.8,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,2,11,0,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.13,0.03,0.13
Johannes Geis,de GER,MF,Nürnberg,28,1993,30,16,"1,656",18.4,0,3,3,0,0,0,5,0,0.7,0.7,2.3,3.0,10,91,9,0.00,0.16,0.16,0.00,0.16,0.04,0.13,0.16,0.04,0.16
Marius Gersbeck,de GER,GK,Karlsruher,27,1995,31,31,"2,790",31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hamadi Al Ghaddioui,ma MAR,FW,Sandhausen,31,1990,10,3,362,4.0,0,0,0,0,0,0,2,0,1.3,1.3,0.2,1.4,1,7,19,0.00,0.00,0.00,0.00,0.00,0.31,0.04,0.35,0.31,0.35
Benedikt Gimber,de GER,MF,Jahn R'burg,25,1997,28,27,"2,259",25.1,1,0,1,1,0,0,13,0,1.1,1.1,1.5,2.7,30,97,37,0.04,0.00,0.04,0.04,0.04,0.04,0.06,0.11,0.04,0.11
Daniel Ginczek,de GER,"FW,MF",Düsseldorf,31,1991,23,8,931,10.3,4,4,8,3,1,1,3,0,2.9,2.1,1.7,3.9,18,17,75,0.39,0.39,0.77,0.29,0.68,0.28,0.17,0.45,0.20,0.37
Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,32,1989,17,10,996,11.1,0,1,1,0,0,0,5,1,0.5,0.5,0.4,0.9,5,26,3,0.00,0.09,0.09,0.00,0.09,0.04,0.04,0.08,0.04,0.08
Robert Glatzel,de GER,FW,Hamburger SV,28,1994,34,33,"2,998",33.3,19,3,22,19,0,1,4,0,23.5,22.7,3.7,26.4,36,77,147,0.57,0.09,0.66,0.57,0.66,0.71,0.11,0.82,0.68,0.79
Silas Gnaka,ci CIV,"DF,MF",Magdeburg,23,1998,32,30,"2,484",27.6,0,1,1,0,0,0,3,0,0.7,0.7,1.2,1.9,41,133,21,0.00,0.04,0.04,0.00,0.04,0.03,0.04,0.07,0.03,0.07
Benjamin Goller,de GER,"DF,FW",Nürnberg,23,1999,7,2,237,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,7,5,20,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
Jérôme Gondorf,de GER,MF,Karlsruher,34,1988,32,32,"2,796",31.1,2,3,5,2,0,0,7,1,1.8,1.8,3.0,4.8,44,160,123,0.06,0.10,0.16,0.06,0.16,0.06,0.10,0.15,0.06,0.15
Daniel Gordon,jm JAM,DF,Karlsruher,37,1985,16,7,696,7.7,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0,19,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.08,0.07,0.08
Minos Gouras,de GER,"FW,MF",Jahn R'burg,24,1998,17,4,445,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.3,0.9,12,10,24,0.20,0.00,0.20,0.20,0.20,0.13,0.05,0.19,0.13,0.19
Jannik Graf,de GER,MF,Jahn R'burg,17,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Julian Green,us USA,"MF,FW",Greuther Fürth,27,1995,28,19,"1,748",19.4,7,2,9,6,1,1,2,0,3.4,2.6,2.2,4.8,50,86,99,0.36,0.10,0.46,0.31,0.41,0.18,0.11,0.29,0.14,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Griesbeck,de GER,"DF,MF",Greuther Fürth,31,1990,26,22,"1,986",22.1,0,0,0,0,0,0,7,0,0.5,0.5,0.7,1.2,9,66,10,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Lasse Günther,de GER,DF,Jahn R'burg,19,2003,16,8,664,7.4,0,2,2,0,0,0,2,0,0.1,0.1,1.1,1.2,26,26,25,0.00,0.27,0.27,0.00,0.27,0.01,0.15,0.16,0.01,0.16
Leon Guwara,gm GAM,DF,Jahn R'burg,26,1996,20,20,"1,745",19.4,0,3,3,0,0,0,3,1,0.4,0.4,2.7,3.1,48,90,59,0.00,0.15,0.15,0.00,0.15,0.02,0.14,0.16,0.02,0.16
Jan Gyamerah,de GER,DF,Nürnberg,27,1995,25,21,"1,746",19.4,1,0,1,1,0,0,6,0,1.0,1.0,1.1,2.0,41,78,48,0.05,0.00,0.05,0.05,0.05,0.05,0.05,0.10,0.05,0.10
Robin Hack,de GER,"FW,MF",Arminia,23,1998,33,32,"2,754",30.6,10,5,15,7,3,3,6,0,7.6,5.2,5.2,10.4,81,119,160,0.33,0.16,0.49,0.23,0.39,0.25,0.17,0.42,0.17,0.34
Oussama Haddadi,tn TUN,DF,Greuther Fürth,30,1992,31,30,"2,642",29.4,0,0,0,0,0,0,4,0,0.1,0.1,0.8,0.8,33,191,35,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Tim Handwerker,de GER,"DF,MF",Nürnberg,24,1998,8,4,327,3.6,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,13,24,9,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11
Mohamed El Hankouri,ma MAR,"DF,FW",Magdeburg,25,1997,31,30,"2,378",26.4,2,2,4,2,0,0,5,0,3.2,3.2,1.9,5.1,77,77,129,0.08,0.08,0.15,0.08,0.15,0.12,0.07,0.19,0.12,0.19
Daniel Hanslik,de GER,"MF,FW",Kaiserslautern,25,1996,27,15,"1,141",12.7,3,0,3,3,0,0,4,0,1.7,1.7,1.0,2.8,12,23,54,0.24,0.00,0.24,0.24,0.24,0.14,0.08,0.22,0.14,0.22
Marcel Hartel,de GER,MF,St. Pauli,26,1996,34,34,"3,039",33.8,5,7,12,5,0,0,1,0,5.7,5.7,6.8,12.4,76,201,202,0.15,0.21,0.36,0.15,0.36,0.17,0.20,0.37,0.17,0.37
Daniel Heber,de GER,DF,Magdeburg,28,1994,16,16,"1,438",16.0,0,1,1,0,0,0,5,1,0.4,0.4,0.1,0.5,13,55,4,0.00,0.06,0.06,0.00,0.06,0.02,0.01,0.03,0.02,0.03
Ogechika Heil,de GER,FW,Hamburger SV,21,2000,1,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,0,7,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.54,0.00,0.54
Philip Heise,de GER,DF,Karlsruher,31,1991,32,30,"2,678",29.8,3,2,5,3,0,0,4,0,1.6,1.6,4.2,5.8,78,170,111,0.10,0.07,0.17,0.10,0.17,0.05,0.14,0.19,0.05,0.19
Jorrit Hendrix,nl NED,MF,Düsseldorf,27,1995,20,13,"1,233",13.7,0,2,2,0,0,0,5,0,1.0,1.0,1.4,2.5,12,73,26,0.00,0.15,0.15,0.00,0.15,0.08,0.10,0.18,0.08,0.18
Bryan Henning,de GER,MF,Braunschweig,27,1995,25,12,"1,184",13.2,1,1,2,1,0,0,4,0,1.3,1.3,0.9,2.2,23,38,43,0.08,0.08,0.15,0.08,0.15,0.10,0.07,0.16,0.10,0.16
Rouwen Hennings,de GER,FW,Düsseldorf,34,1987,26,14,"1,233",13.7,6,4,10,4,2,4,5,0,7.5,4.3,1.8,6.1,10,26,80,0.44,0.29,0.73,0.29,0.58,0.55,0.13,0.68,0.31,0.45
Philipp Hercher,de GER,"FW,MF",Kaiserslautern,26,1996,28,9,"1,093",12.1,5,1,6,5,0,0,2,0,4.6,4.6,1.8,6.3,20,25,96,0.41,0.08,0.49,0.41,0.49,0.37,0.14,0.52,0.37,0.52
Daniel Heuer Fernandes,pt POR,GK,Hamburger SV,29,1992,33,33,"2,970",33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jannis Heuer,de GER,DF,Paderborn 07,23,1999,26,24,"2,093",23.3,3,1,4,3,0,0,1,0,1.8,1.8,0.9,2.7,13,72,7,0.13,0.04,0.17,0.13,0.17,0.08,0.04,0.11,0.08,0.11
Moritz Heyer,de GER,DF,Hamburger SV,27,1995,27,27,"2,364",26.3,3,3,6,3,0,0,8,0,2.6,2.6,2.7,5.4,75,106,72,0.11,0.11,0.23,0.11,0.23,0.10,0.10,0.20,0.10,0.20
Robin Himmelmann,de GER,GK,Holstein Kiel,33,1989,9,8,770,8.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lukas Hinterseer,at AUT,"FW,MF",Hansa Rostock,31,1991,22,15,"1,278",14.2,2,1,3,2,0,0,2,0,2.7,2.7,0.6,3.2,7,25,45,0.14,0.07,0.21,0.14,0.21,0.19,0.04,0.23,0.19,0.23
André Hoffmann,de GER,DF,Düsseldorf,29,1993,23,21,"1,839",20.4,2,0,2,2,0,0,5,0,1.4,1.4,0.4,1.8,16,98,4,0.10,0.00,0.10,0.10,0.10,0.07,0.02,0.09,0.07,0.09
Ron-Thorben Hoffmann,de GER,GK,Braunschweig,23,1999,12,11,"1,010",11.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marcel Hoffmeier,de GER,DF,Paderborn 07,23,1999,32,31,"2,676",29.7,1,1,2,1,0,0,4,0,0.9,0.9,2.6,3.5,85,130,67,0.03,0.03,0.07,0.03,0.07,0.03,0.09,0.12,0.03,0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immanuel Höhn,de GER,DF,Sandhausen,30,1991,18,10,948,10.5,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,3,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Fabian Holland,de GER,"DF,MF",Darmstadt 98,32,1990,28,28,"2,426",27.0,1,3,4,1,0,0,11,0,0.9,0.9,2.7,3.7,27,173,72,0.04,0.11,0.15,0.04,0.15,0.03,0.10,0.14,0.03,0.14
Lewis Holtby,de GER,MF,Holstein Kiel,31,1990,24,21,"1,721",19.1,1,3,4,1,0,0,1,0,3.5,3.5,2.2,5.7,16,95,55,0.05,0.16,0.21,0.05,0.21,0.18,0.11,0.30,0.18,0.30
Mathias Honsak,at AUT,"FW,MF",Darmstadt 98,25,1996,15,9,777,8.6,4,1,5,4,0,0,0,0,5.6,5.6,1.2,6.8,20,18,61,0.46,0.12,0.58,0.46,0.58,0.65,0.14,0.79,0.65,0.79
Jannes Horn,de GER,DF,Nürnberg,25,1997,7,7,584,6.5,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,13,28,5,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Branimir Hrgota,se SWE,"MF,FW",Greuther Fürth,29,1993,33,33,"2,935",32.6,11,2,13,8,3,4,5,0,9.2,6.1,4.8,10.9,68,136,226,0.34,0.06,0.40,0.25,0.31,0.28,0.15,0.43,0.19,0.33
Florian Hübner,de GER,DF,Nürnberg,31,1991,18,15,"1,351",15.0,1,0,1,1,0,0,4,0,0.9,0.9,0.5,1.4,1,35,5,0.07,0.00,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09
Bashir Humphreys,eng ENG,DF,Paderborn 07,19,2003,12,12,"1,080",12.0,0,1,1,0,0,0,1,0,0.3,0.3,0.7,1.0,11,46,4,0.00,0.08,0.08,0.00,0.08,0.03,0.06,0.09,0.03,0.09
Uwe Hünemeier,de GER,DF,Paderborn 07,36,1986,22,8,778,8.6,0,0,0,0,0,0,3,0,0.6,0.6,0.9,1.5,7,49,9,0.00,0.00,0.00,0.00,0.00,0.07,0.11,0.17,0.07,0.17
Oliver Hüsing,de GER,DF,Arminia,29,1993,21,16,"1,520",16.9,1,0,1,1,0,0,2,0,1.3,1.3,0.0,1.3,3,28,3,0.06,0.00,0.06,0.06,0.06,0.07,0.00,0.08,0.07,0.08
Jannik Huth,de GER,GK,Paderborn 07,28,1994,31,31,"2,707",30.1,0,0,0,0,0,0,2,1,0.0,0.0,0.5,0.5,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Mehmet Ibrahimi,de GER,FW,Braunschweig,19,2003,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,1,4,0.00,0.00,0.00,0.00,0.00,0.20,0.11,0.31,0.20,0.31
Blendi Idrizi,xk KVX,"MF,FW",Jahn R'burg,24,1998,18,10,796,8.8,0,1,1,0,0,0,2,0,1.2,1.2,0.3,1.5,23,30,34,0.00,0.11,0.11,0.00,0.11,0.13,0.03,0.17,0.13,0.17
Aleksandar Ignjovski,rs SRB,"MF,FW",Holstein Kiel,31,1991,9,1,176,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,10,6,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
Luc Ihorst,de GER,FW,Braunschweig,22,2000,11,3,315,3.5,0,1,1,0,0,0,0,0,1.1,1.1,0.4,1.5,10,5,25,0.00,0.29,0.29,0.00,0.29,0.32,0.10,0.42,0.32,0.42
Burak İnce,tr TUR,MF,Arminia,18,2004,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.20,0.06,0.20
Svante Ingelsson,se SWE,"MF,FW",Hansa Rostock,24,1998,24,21,"1,663",18.5,1,3,4,1,0,0,10,0,3.4,3.4,2.0,5.4,28,56,115,0.05,0.16,0.22,0.05,0.22,0.18,0.11,0.29,0.18,0.29
Jackson Irvine,au AUS,MF,St. Pauli,29,1993,33,33,"2,841",31.6,8,2,10,8,0,0,8,0,5.1,5.1,1.1,6.2,21,164,90,0.25,0.06,0.32,0.25,0.32,0.16,0.03,0.20,0.16,0.20
Thomas Isherwood,se SWE,DF,Darmstadt 98,24,1998,15,10,878,9.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,14,30,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tatsuya Ito,jp JPN,FW,Magdeburg,25,1997,33,7,"1,224",13.6,5,5,10,5,0,0,0,0,4.0,4.0,2.5,6.5,66,44,143,0.37,0.37,0.74,0.37,0.74,0.30,0.18,0.48,0.30,0.48
Gian-Luca Itter,de GER,DF,Greuther Fürth,23,1999,19,15,"1,394",15.5,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,42,76,46,0.00,0.06,0.06,0.00,0.06,0.01,0.05,0.06,0.01,0.06
Emmanuel Iyoha,de GER,"FW,DF",Düsseldorf,24,1997,28,22,"1,863",20.7,4,2,6,4,0,0,2,0,3.6,3.6,2.2,5.9,58,44,122,0.19,0.10,0.29,0.19,0.29,0.18,0.11,0.28,0.18,0.28
Frederik Jäkel,de GER,DF,Arminia,21,2001,25,17,"1,557",17.3,1,1,2,1,0,0,2,1,2.1,2.1,0.8,2.9,8,58,6,0.06,0.06,0.12,0.06,0.12,0.12,0.05,0.17,0.12,0.17
Kilian Jakob,de GER,DF,Karlsruher,24,1998,3,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,3,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Bakery Jatta,gm GAM,FW,Hamburger SV,24,1998,23,21,"1,796",20.0,4,2,6,4,0,0,7,1,4.9,4.9,5.6,10.4,63,66,204,0.20,0.10,0.30,0.20,0.30,0.24,0.28,0.52,0.24,0.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon Jensen,de GER,MF,Karlsruher,25,1997,19,11,858,9.5,4,2,6,4,0,0,5,0,2.0,2.0,1.4,3.5,9,43,39,0.42,0.21,0.63,0.42,0.63,0.22,0.15,0.36,0.22,0.36
Jermain,ao ANG,"FW,MF",Nürnberg,19,2003,3,1,100,1.1,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,2,0,3,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27
Marco John,de GER,DF,Greuther Fürth,20,2002,25,22,"2,067",23.0,0,4,4,0,0,0,3,0,1.0,1.0,3.6,4.6,37,78,114,0.00,0.17,0.17,0.00,0.17,0.04,0.16,0.20,0.04,0.20
Gideon Jung,de GER,DF,Greuther Fürth,27,1994,17,13,"1,051",11.7,0,1,1,0,0,0,5,2,1.0,1.0,0.6,1.7,4,24,4,0.00,0.09,0.09,0.00,0.09,0.09,0.05,0.14,0.09,0.14
Sebastian Jung,de GER,DF,Karlsruher,32,1990,25,17,"1,669",18.5,1,1,2,1,0,0,4,0,1.2,1.2,1.1,2.3,28,87,56,0.05,0.05,0.11,0.05,0.11,0.06,0.06,0.12,0.06,0.12
Julian Justvan,de GER,"DF,MF",Paderborn 07,24,1998,34,32,"2,755",30.6,5,6,11,5,0,0,2,0,4.1,3.8,8.0,11.9,138,171,197,0.16,0.20,0.36,0.16,0.36,0.13,0.26,0.40,0.13,0.39
Benjamin Kanuric,at AUT,"MF,FW",Arminia,19,2003,10,1,239,2.7,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.5,7,14,4,0.38,0.00,0.38,0.38,0.38,0.10,0.07,0.18,0.10,0.18
Stefanos Kapino,gr GRE,GK,Arminia,28,1994,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Michał Karbownik,pl POL,"DF,MF",Düsseldorf,21,2001,26,20,"1,850",20.6,1,4,5,1,0,0,5,0,0.7,0.7,2.8,3.5,82,91,73,0.05,0.19,0.24,0.05,0.24,0.03,0.13,0.17,0.03,0.17
Emir Karic,at AUT,"DF,MF",Darmstadt 98,25,1997,27,17,"1,544",17.2,2,0,2,2,0,0,4,0,0.7,0.7,1.5,2.2,32,92,95,0.12,0.00,0.12,0.12,0.12,0.04,0.09,0.13,0.04,0.13
Florian Kastenmeier,de GER,GK,Düsseldorf,25,1997,34,34,"3,060",34.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0,6,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Noah Katterbach,de GER,DF,Hamburger SV,21,2001,11,5,531,5.9,0,2,2,0,0,0,1,0,0.1,0.1,1.0,1.1,18,34,13,0.00,0.34,0.34,0.00,0.34,0.01,0.17,0.18,0.01,0.18
Fabio Kaufmann,de GER,"FW,MF",Braunschweig,29,1992,34,22,"1,906",21.2,3,0,3,3,0,0,3,0,2.5,2.5,2.0,4.5,52,45,160,0.14,0.00,0.14,0.14,0.14,0.12,0.10,0.21,0.12,0.21
Mikkel Kaufmann,dk DEN,FW,Karlsruher,21,2001,30,18,"1,617",18.0,10,6,16,10,0,0,6,0,6.3,6.3,5.1,11.4,23,31,114,0.56,0.33,0.89,0.56,0.89,0.35,0.28,0.63,0.35,0.63
Bryang Kayo,us USA,"FW,MF",Nürnberg,20,2002,2,1,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Thomas Keller,de GER,"DF,MF",Heidenheim,22,1999,7,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Tobias Kempe,de GER,MF,Darmstadt 98,33,1989,26,23,"1,944",21.6,3,9,12,1,2,3,3,0,4.2,1.8,4.3,6.1,26,65,47,0.14,0.42,0.56,0.05,0.46,0.19,0.20,0.39,0.08,0.28
Scott Kennedy,ca CAN,DF,Jahn R'burg,25,1997,23,13,"1,189",13.2,0,0,0,0,0,0,4,1,0.3,0.3,0.2,0.4,10,43,11,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Sebastian Kerk,de GER,"MF,FW",Hannover 96,28,1994,15,4,526,5.8,1,0,1,0,1,1,1,0,1.6,0.8,0.7,1.5,9,17,40,0.17,0.00,0.17,0.00,0.00,0.28,0.11,0.39,0.14,0.25
Niko Kijewski,de GER,"DF,FW",Braunschweig,26,1996,17,9,776,8.6,0,0,0,0,0,0,3,0,0.3,0.3,0.5,0.8,10,26,33,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
Christian Kinsombi,de GER,"FW,MF",Sandhausen,22,1999,31,23,"2,035",22.6,6,3,9,6,0,0,4,0,4.0,4.0,1.7,5.7,51,31,103,0.27,0.13,0.40,0.27,0.40,0.18,0.07,0.25,0.18,0.25
David Kinsombi,cd COD,"MF,FW",Sandhausen,26,1995,27,24,"1,992",22.1,6,3,9,5,1,1,5,0,4.7,3.9,3.6,7.5,32,47,77,0.27,0.14,0.41,0.23,0.36,0.21,0.16,0.37,0.18,0.34
Mikkel Kirkeskov,dk DEN,DF,Holstein Kiel,30,1991,26,20,"1,868",20.8,0,1,1,0,0,0,4,0,0.2,0.2,3.2,3.3,13,64,95,0.00,0.05,0.05,0.00,0.05,0.01,0.15,0.16,0.01,0.16
Thorsten Kirschbaum,de GER,GK,Jahn R'burg,35,1987,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sonny Kittel,de GER,"FW,MF",Hamburger SV,29,1993,31,24,"2,044",22.7,5,4,9,4,1,2,4,0,7.7,6.1,5.5,11.6,54,86,152,0.22,0.18,0.40,0.18,0.35,0.34,0.24,0.58,0.27,0.51
