Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Norman Theuerkauf,de GER,"MF,DF",Heidenheim,35,1987,21,4,592,6.6,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,9,27,8,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.09,0.05,0.09
Marco Thiede,de GER,DF,Karlsruher,30,1992,23,16,"1,328",14.8,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,18,47,30,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05
Sébastien Thill,lu LUX,MF,Hansa Rostock,28,1993,10,6,400,4.4,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,2,11,15,0.00,0.00,0.00,0.00,0.00,0.07,0.11,0.18,0.07,0.18
Denis Thomalla,de GER,MF,Heidenheim,29,1992,31,28,"2,240",24.9,8,5,13,8,0,0,0,1,5.0,5.0,2.4,7.4,14,77,95,0.32,0.20,0.52,0.32,0.52,0.20,0.09,0.30,0.20,0.30
Phillip Tietz,de GER,"FW,MF",Darmstadt 98,25,1997,34,34,"2,888",32.1,12,3,15,12,0,1,4,0,13.9,13.1,5.5,18.6,22,82,217,0.37,0.09,0.47,0.37,0.47,0.43,0.17,0.60,0.41,0.58
Timmy Tillman,de GER,"MF,FW",Greuther Fürth,23,1999,15,9,819,9.1,1,0,1,1,0,0,0,1,0.4,0.4,1.0,1.4,13,33,34,0.11,0.00,0.11,0.11,0.11,0.04,0.11,0.15,0.04,0.15
Boris Tomiak,de GER,"DF,MF",Kaiserslautern,23,1998,33,33,"2,970",33.0,3,2,5,3,0,0,9,0,1.1,1.1,0.6,1.8,52,116,22,0.09,0.06,0.15,0.09,0.15,0.03,0.02,0.05,0.03,0.05
Fabio Torsiello,it ITA,"DF,FW",Darmstadt 98,17,2005,4,0,23,0.3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,0,5,0.00,0.00,0.00,0.00,0.00,1.79,0.00,1.79,1.79,1.79
Nicolo Tresoldi,de GER,"FW,MF",Hannover 96,17,2004,13,6,426,4.7,0,0,0,0,0,0,0,0,1.6,1.6,0.5,2.1,3,5,18,0.00,0.00,0.00,0.00,0.00,0.35,0.10,0.45,0.35,0.45
Tom Trybull,de GER,"MF,DF",Sandhausen,29,1993,12,10,789,8.8,0,0,0,0,0,0,5,1,0.1,0.1,0.0,0.1,2,23,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Takashi Uchino,jp JPN,"DF,MF",Düsseldorf,21,2001,4,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Anthony Ujah,ng NGA,FW,Braunschweig,31,1990,29,22,"1,861",20.7,10,5,15,10,0,0,3,0,7.0,7.0,2.9,9.9,9,46,81,0.48,0.24,0.73,0.48,0.73,0.34,0.14,0.48,0.34,0.48
Maximilian Ullmann,at AUT,"DF,MF",Magdeburg,26,1996,11,3,356,4.0,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,10,12,15,0.00,0.00,0.00,0.00,0.00,0.15,0.04,0.19,0.15,0.19
Jonas Urbig,de GER,GK,Jahn R'burg,18,2003,17,17,"1,530",17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Can Uzun,tr TUR,"FW,MF",Nürnberg,16,2005,3,1,75,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,8,6,0.00,0.00,0.00,0.00,0.00,0.18,0.22,0.40,0.18,0.40
Enrico Valentini,it ITA,DF,Nürnberg,33,1989,20,11,"1,082",12.0,2,2,4,2,0,0,4,1,0.8,0.8,1.7,2.5,24,63,40,0.17,0.17,0.33,0.17,0.33,0.07,0.14,0.21,0.07,0.21
Sebastian Vasiliadis,gr GRE,MF,Arminia,24,1997,29,22,"1,763",19.6,3,1,4,3,0,0,7,0,1.5,1.5,1.2,2.7,26,77,40,0.15,0.05,0.20,0.15,0.20,0.08,0.06,0.14,0.08,0.14
Nikola Vasilj,ba BIH,GK,St. Pauli,26,1995,28,28,"2,520",28.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
John Verhoek,nl NED,FW,Hansa Rostock,33,1989,28,22,"1,819",20.2,2,2,4,2,0,0,11,2,5.8,5.8,1.2,6.9,1,33,75,0.10,0.10,0.20,0.10,0.20,0.29,0.06,0.34,0.29,0.34
Christian Viet,de GER,"MF,DF",Jahn R'burg,23,1999,22,13,"1,303",14.5,0,1,1,0,0,0,2,0,0.5,0.5,0.6,1.0,11,52,18,0.00,0.07,0.07,0.00,0.07,0.03,0.04,0.07,0.03,0.07
Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,18,2003,14,2,383,4.3,2,0,2,2,0,0,2,0,1.0,0.9,0.1,1.0,6,5,22,0.47,0.00,0.47,0.47,0.47,0.24,0.02,0.27,0.22,0.24
Peter Vindahl Jensen,dk DEN,GK,Nürnberg,24,1998,14,14,"1,260",14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Dario Vizinger,hr CRO,"FW,MF",Jahn R'burg,24,1998,9,1,198,2.2,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,0,4,13,0.00,0.00,0.00,0.00,0.00,0.26,0.09,0.35,0.26,0.35
Niko Vukancic,de GER,DF,Düsseldorf,20,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,2.23,2.23,0.00,2.23
Mario Vušković,hr CRO,DF,Hamburger SV,20,2001,16,16,"1,421",15.8,2,1,3,2,0,0,3,0,1.1,1.1,0.7,1.8,6,55,5,0.13,0.06,0.19,0.13,0.19,0.07,0.04,0.11,0.07,0.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandr Vyacheslavovich Zhirov,ru RUS,DF,Sandhausen,31,1991,33,33,"2,970",33.0,2,0,2,2,0,0,3,0,1.6,1.6,0.3,1.9,21,104,10,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06
Hauke Wahl,de GER,DF,Holstein Kiel,28,1994,29,27,"2,440",27.1,2,1,3,2,0,0,11,0,2.8,2.8,0.6,3.4,34,90,14,0.07,0.04,0.11,0.07,0.11,0.10,0.02,0.13,0.10,0.13
Marvin Wanitzek,de GER,MF,Karlsruher,29,1993,34,34,"3,046",33.8,10,12,22,6,4,4,4,0,9.5,6.4,9.2,15.6,78,237,187,0.30,0.35,0.65,0.18,0.53,0.28,0.27,0.55,0.19,0.46
Magnus Warming,dk DEN,"FW,MF",Darmstadt 98,22,2000,18,1,328,3.6,0,0,0,0,0,0,1,0,1.5,1.5,0.2,1.6,13,7,33,0.00,0.00,0.00,0.00,0.00,0.40,0.04,0.44,0.40,0.44
Timon Weiner,de GER,GK,Holstein Kiel,23,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Max Weiß,de GER,GK,Karlsruher,18,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Erik Wekesser,de GER,"DF,MF",Nürnberg,25,1997,17,11,"1,145",12.7,0,0,0,0,0,0,4,0,1.0,1.0,1.7,2.7,23,42,49,0.00,0.00,0.00,0.00,0.00,0.08,0.13,0.21,0.08,0.21
Hendrik Weydandt,de GER,"FW,MF",Hannover 96,27,1995,23,6,856,9.5,2,1,3,2,0,0,1,0,2.5,2.5,1.6,4.2,9,25,59,0.21,0.11,0.32,0.21,0.32,0.26,0.17,0.44,0.26,0.44
Danilo Wiebe,de GER,"MF,DF",Braunschweig,28,1994,18,11,"1,235",13.7,2,2,4,2,0,0,3,0,0.4,0.4,0.3,0.8,12,33,9,0.15,0.15,0.29,0.15,0.29,0.03,0.02,0.06,0.03,0.06
Jannes Wieckhoff,de GER,MF,St. Pauli,21,2000,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Jordy de Wijs,nl NED,DF,Düsseldorf,27,1995,20,11,972,10.8,1,0,1,1,0,0,7,1,1.3,1.3,0.3,1.6,13,41,2,0.09,0.00,0.09,0.09,0.09,0.12,0.03,0.15,0.12,0.15
Jetro Willems,nl NED,DF,Greuther Fürth,28,1994,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.17,0.04,0.17
Manuel Wintzheimer,de GER,"FW,MF",Nürnberg,23,1999,11,1,307,3.4,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,8,10,9,0.29,0.00,0.29,0.29,0.29,0.16,0.04,0.20,0.16,0.20
Manuel Wintzheimer,de GER,"FW,MF",Braunschweig,23,1999,14,9,794,8.8,3,1,4,2,1,1,1,0,2.1,1.3,1.5,2.8,13,15,31,0.34,0.11,0.45,0.23,0.34,0.24,0.17,0.40,0.15,0.31
Mike Wunderlich,de GER,MF,Kaiserslautern,36,1986,15,8,697,7.7,4,1,5,2,2,2,0,0,3.4,1.8,0.4,2.3,5,17,28,0.52,0.13,0.65,0.26,0.39,0.44,0.05,0.50,0.24,0.29
Aygün Yildirim,,"FW,MF",Jahn R'burg,27,1995,24,8,840,9.3,1,0,1,1,0,0,5,0,1.7,1.7,0.5,2.2,12,14,69,0.11,0.00,0.11,0.11,0.11,0.18,0.05,0.23,0.18,0.23
Luca-Milan Zander,de GER,DF,St. Pauli,26,1995,20,0,235,2.6,0,1,1,0,0,0,1,0,0.8,0.8,0.4,1.2,7,14,26,0.00,0.38,0.38,0.00,0.38,0.29,0.16,0.45,0.29,0.45
Natanas Žebrauskas,lt LTU,DF,Greuther Fürth,20,2002,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Abu-Bekir El-Zein,de GER,MF,Sandhausen,19,2003,13,6,649,7.2,0,2,2,0,0,0,2,0,0.4,0.4,1.3,1.7,16,25,26,0.00,0.28,0.28,0.00,0.28,0.05,0.18,0.24,0.05,0.24
Erik Zenga,de GER,MF,Sandhausen,29,1993,17,16,"1,350",15.0,0,1,1,0,0,0,5,0,0.4,0.4,0.7,1.0,14,68,5,0.00,0.07,0.07,0.00,0.07,0.02,0.05,0.07,0.02,0.07
Ron-Robert Zieler,de GER,GK,Hannover 96,33,1989,34,34,"3,060",34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jean Zimmer,de GER,"DF,FW",Kaiserslautern,28,1993,32,30,"2,497",27.7,0,1,1,0,0,0,8,1,0.2,0.2,1.7,2.0,47,112,74,0.00,0.04,0.04,0.00,0.04,0.01,0.06,0.07,0.01,0.07
Christoph Zimmermann,de GER,DF,Darmstadt 98,29,1993,31,28,"2,566",28.5,0,0,0,0,0,0,3,0,1.2,1.2,0.4,1.6,14,94,6,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06
Matthias Zimmermann,de GER,DF,Düsseldorf,30,1992,27,27,"2,254",25.0,3,2,5,3,0,0,4,0,1.5,1.5,2.4,3.9,64,125,102,0.12,0.08,0.20,0.12,0.20,0.06,0.09,0.15,0.06,0.15
Leopold Zingerle,de GER,GK,Paderborn 07,28,1994,4,3,350,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Budu Zivzivadze,ge GEO,FW,Karlsruher,28,1994,10,2,235,2.6,1,0,1,1,0,0,0,0,0.8,0.8,0.1,1.0,4,2,11,0.38,0.00,0.38,0.38,0.38,0.32,0.05,0.37,0.32,0.37
Ben Zolinski,de GER,"MF,FW",Kaiserslautern,30,1992,14,7,588,6.5,0,0,0,0,0,0,4,0,1.2,1.2,0.4,1.6,7,16,47,0.00,0.00,0.00,0.00,0.00,0.18,0.06,0.24,0.18,0.24
Hendrick Zuck,de GER,DF,Kaiserslautern,32,1990,27,23,"2,040",22.7,0,3,3,0,0,0,2,1,0.7,0.7,2.9,3.6,45,113,79,0.00,0.13,0.13,0.00,0.13,0.03,0.13,0.16,0.03,0.16
Valon Zumberi,xk KVX,DF,Hamburger SV,19,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dario Đumić,ba BIH,DF,Sandhausen,30,1992,29,28,"2,475",27.5,3,1,4,3,0,0,4,0,1.8,1.8,0.5,2.3,3,43,4,0.11,0.04,0.15,0.11,0.15,0.07,0.02,0.08,0.07,0.08
